,nes,nes_err,ban,ban_err,veg,veg_err,grd,grd_err,frt,frt_err,mlt,mlt_err,brl,brl_err,rt3,rt3_err,rt2,rt2_err,olp,olp_err,tob,tob_err,rt1,rt1_err,cc2,cc2_err,olv,olv_err,srg,srg_err,rsd,rsd_err,oce,oce_err,cot,cot_err,sfl,sfl_err,whe,whe_err,pls,pls_err,mze,mze_err,sub,sub_err,suc,suc_err,fdd,fdd_err,soy,soy_err,rcw,rcw_err,bvmeat,bvmeat_err,bvmilk,bvmilk_err,sgmeat,sgmeat_err,chickens,chickens_err,ducks,ducks_err,pigs,pigs_err,crop,crop_err,past,past_err,gh_all,gh_all_err
COD,3.5768815852571116e-05,1.723967308636024e-11,1.0039154029340658e-05,5.198885944317631e-12,3.984540895012937e-05,1.620570476045313e-11,4.9080366094482325e-06,4.376887038771232e-12,3.4182216963536424e-05,1.4532334096758642e-11,3.3954574419463994e-05,1.3321267902803225e-12,,,7.942245124021763e-06,4.504546576085592e-12,7.813212726617123e-06,3.681182163511781e-12,4.038877900803494e-06,4.683765841542898e-12,9.704414392225538e-06,2.4853489085310673e-11,9.285460942096483e-05,4.2841978452939826e-11,1.0666528388597578e-05,1.694335655483448e-11,,,4.804260677645307e-05,8.670569407440413e-14,,,6.300887316728855e-07,2.7183038410541994e-19,5.724259539086153e-06,5.492152394705471e-12,4.0463395399202734e-05,7.332467514915841e-14,0.00041740234321999207,1.966550099095484e-13,3.9721857146380174e-05,1.690275246227859e-11,1.1975144398959312e-05,7.761856312125295e-12,,,1.2065381935174377e-05,2.9795412317387615e-11,1.107089263358478e-06,5.662718329473322e-18,7.65005616423353e-06,9.139493840495076e-12,1.12519355041278e-05,1.3239676763263306e-11,6.62750019785023e-05,6.95967493523023e-10,6.62750019785023e-05,6.95967493523023e-10,2.512454665552386e-05,5.7909985422383535e-11,2.713809352867422e-05,7.472061997637967e-11,4.4498305996566464e-05,5.648573049376237e-10,2.7747529409856066e-05,5.845056444336677e-11,1.2912888281864527e-05,1.4210076615579384e-11,7.1600075989819465e-06,1.4237913412897264e-10,8.873488135669202e-06,1.5225667842708858e-10
COG,1.2959289427832821e-05,9.500706200168347e-13,1.0783164206265615e-05,9.522438254904668e-13,1.821491295818965e-05,1.0243132105036038e-12,1.8441441975951607e-05,1.3048035691286414e-12,1.3176461237512263e-05,9.476807642774038e-13,,,,,1.0507354178269015e-05,1.8366739199302992e-12,1.6431595295811278e-05,9.457340465541913e-13,9.515506328227651e-06,5.181748073866574e-13,6.681409938242374e-06,1.0124595008981566e-12,1.2275767432412053e-05,1.0256123079979344e-12,6.797835787520419e-06,1.0213387825541115e-12,,,,,,,1.0812867622175747e-05,9.43529562897427e-13,4.779390865176231e-05,1.41363300112809e-13,,,,,1.215808077809598e-05,9.649207944473255e-13,9.9816504371004e-06,1.1295022416862822e-12,,,1.943434225403388e-05,1.271865642628548e-12,,,9.645845584878352e-06,2.721848958771834e-13,2.0723255565270628e-05,1.6784926604519646e-12,2.8425680289903653e-05,5.397207128627351e-11,2.8425680289903653e-05,5.397207128627351e-11,3.2548722681807e-05,3.863764926112001e-11,2.3065444787437567e-05,3.263454875905837e-11,0.0003979126238701633,2.0304216073107896e-10,3.455179145215206e-05,3.670149180473437e-11,1.3461292100083386e-05,3.985250532736246e-11,8.704341491318365e-06,9.637624547005661e-14,8.992354522934717e-06,2.8925545021913007e-11
COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0
COL,0.0004713684159000904,2.7282813205658332e-08,7.150246282577492e-05,7.434483050065832e-11,0.00029857211209017735,2.1802893866697362e-08,1.110078825795404e-05,6.941459220234338e-14,0.0003929135837043444,2.5349025463407056e-08,,,,,8.569507981963752e-05,6.504076781297786e-11,9.263392355591545e-05,4.8542457228908287e-11,6.706360884782486e-05,1.1535429309844257e-11,0.00015407911338753886,2.55215827063755e-10,0.0004971183607121706,2.2190609512431853e-08,0.00018010698415823112,4.4618362186450863e-10,,,0.00010833436602624247,8.299091696656143e-10,,,5.147160735318714e-07,1.202330070097716e-16,4.0871213324322646e-05,2.8313104365137884e-11,0.0014577936239106295,6.113736125926917e-11,,,0.00024398643897326149,7.014972575229006e-10,0.00011438274928509632,7.847814311581087e-10,,,0.00010304015242206431,1.1315113607913894e-10,4.5879611810760633e-07,1.3161337730694223e-16,7.442112376077169e-05,3.1923975307811657e-11,9.377982578193565e-05,1.5484967018493279e-10,0.00035994976949194806,5.525146441159081e-07,0.00035994976949194806,5.525146441159081e-07,0.00035391905987096453,1.4472855478078868e-06,0.000551218028502321,1.138839244319051e-06,0.0009322220205014019,4.35930539270917e-07,0.0006752773558472942,1.5245390811397206e-06,0.0001681921824840062,6.363113795601638e-07,8.490256325981963e-05,1.364058753877428e-10,9.158714699448668e-05,4.277296667269209e-07
CHN,1.3090788016346696e-05,2.4379083264468814e-09,3.269935903837484e-05,3.5724635676009796e-11,1.5141807438771504e-05,2.653477903617663e-09,1.3202962122329825e-05,1.9165793356249052e-09,1.68158613763631e-05,2.253023488656069e-09,3.8118354811485784e-06,1.3456194589637235e-14,1.6770949945227257e-06,3.080257432710596e-12,1.332678432218427e-05,1.679773937126549e-16,3.6212173820949426e-05,3.335794051143184e-11,,,2.777641113088905e-05,4.845784296215935e-09,2.1268830444662628e-05,2.4208751651393054e-09,3.789328568622445e-05,2.1374555025676782e-09,,,3.7117917367244375e-06,2.380430271037799e-16,1.729996136143016e-05,3.7239863812781236e-09,1.3468280541892755e-06,2.102911033672106e-13,8.822646402818629e-06,2.355658505805554e-09,8.800181956867078e-06,4.483208029354961e-09,1.0771763647085205e-05,3.187949714714814e-09,1.5228093685331205e-05,2.3100370222085408e-09,1.2804658821049205e-05,2.7742635883348093e-09,2.418725975119877e-06,2.147324654857497e-14,2.994041589268497e-05,5.6556524007200083e-11,1.2715054711252967e-05,2.5830816008578788e-09,1.2764086193154119e-05,2.778993457053911e-09,1.9833069160181828e-05,5.3109426580023145e-11,4.58602199555357e-05,2.333843189042675e-09,4.58602199555357e-05,2.333843189042675e-09,6.768590064092126e-06,5.84647837241659e-11,2.1242181777886123e-05,3.1782389375788794e-09,2.7957474575204886e-05,3.201754813355701e-09,4.002336302346758e-05,2.599843109394877e-09,1.4460187747820602e-05,2.386745160928241e-09,5.008760284829882e-06,2.574954288934809e-11,7.198577227540641e-06,1.573322482940885e-09
MAC,4.818330275897078e-06,1.5895994522209325e-17,4.818330275897078e-06,1.5895994522209325e-17,4.818330275897078e-06,1.5895994522209325e-17,4.818330275897078e-06,1.5895994522209325e-17,4.818330275897078e-06,1.5895994522209325e-17,,,,,,,4.818330275897078e-06,1.5895994522209325e-17,,,,,4.818330275897078e-06,1.5895994522209325e-17,4.818330275897078e-06,1.5895994522209325e-17,,,,,4.818330275897078e-06,1.5895994522209325e-17,,,,,,,,,4.818330275897078e-06,1.5895994522209325e-17,4.818330275897078e-06,1.5895994522209325e-17,,,4.818330275897078e-06,1.5895994522209325e-17,4.818330275897078e-06,1.5895994522209325e-17,4.818330275897078e-06,1.5895994522209325e-17,4.818330275897078e-06,1.5895994522209325e-17,,,,,,,,,,,,,9.952012012711742e-06,5.791180692704381e-15,4.818330275897078e-06,1.5895994522209325e-17,7.929053380701494e-06,5.922651016692357e-15
HKG,0.014546973661274849,8.799283666392892e-08,0.0010439635213094016,2.0553251271003993e-12,0.013382382514804971,8.604749545359468e-08,0.017226540305047312,8.591546741462263e-08,0.015232469333604774,8.711959442679286e-08,,,,,,,0.001068039788648428,2.038225908336151e-12,,,,,0.017684165497783767,8.655646515346579e-08,0.0010439635312124297,2.0553251196432437e-12,,,,,0.016609334378912217,8.613511187663629e-08,,,,,,,,,0.017311195622287258,8.579180645373573e-08,0.017070653628924556,8.585780813714273e-08,,,0.01699035212026902,8.580543122194818e-08,0.014378167679296042,8.768859059854196e-08,0.01725645207874526,8.596310671583971e-08,0.016971710848779818,8.581799675666671e-08,0.08541459084849118,8.146495600615058e-08,0.08541459084849118,8.146495600615058e-08,0.07216812890508063,8.569916749789038e-08,0.07542799998997457,8.094728008779029e-08,0.06649378721868898,8.361305869905685e-08,0.0608488260631298,8.254517111195638e-08,0.040790962076999976,2.1234399306665448e-05,0.001233034081805632,1.848796271059928e-12,0.017736534244409758,2.4358069966392573e-05
CHL,5.2276186732249806e-05,2.549599686317725e-11,,,9.670147760852255e-05,3.0447265587694455e-11,,,8.671612076080675e-05,2.8807607285665807e-11,,,7.57259934497494e-05,3.016737118226481e-11,1.1150049522874822e-06,8.512324393038796e-19,,,,,0.0001264707868955724,1.4390611250045563e-12,7.652355053530994e-05,2.220708525512176e-11,,,0.00020441332810463674,4.949837864270389e-13,,,8.896037292891023e-05,2.4967669879254725e-11,8.183005284643691e-05,2.2627226298048725e-11,1.1150049522874822e-06,8.512324393038796e-19,,,9.039263875684733e-05,3.155294614665504e-11,8.892872589485228e-05,1.59537071543771e-11,0.00011864146561043395,2.1749468935395882e-11,9.400372350843014e-05,1.521983884079297e-11,1.1150049522874822e-06,8.512324393038796e-19,7.52962710907319e-05,2.4384682566343797e-11,,,0.00013007840315019497,2.334410053495684e-13,8.789582353441338e-05,4.5141441068927064e-11,8.789582353441338e-05,4.5141441068927064e-11,4.410532717610612e-05,3.094567677139017e-11,0.00015638111388216068,6.944929488156103e-11,1.2922267178451166e-07,2.5198944336555493e-19,0.00011441393925560171,1.401556447176996e-10,8.261723518201199e-05,2.611074680520633e-11,2.9777901127567567e-05,9.695318307730894e-12,3.5840891065959255e-05,1.9493728833266567e-11
TCD,5.330488501465233e-06,4.888158304489946e-14,5.54528676485427e-06,2.525372598548552e-17,4.672415060096486e-06,9.549298748622328e-14,8.971326196547773e-06,6.107020008774223e-14,1.0670031897834839e-05,9.85119855169947e-14,2.3668133159237894e-06,4.7868927818127726e-14,,,7.340721078606336e-06,5.526606195534502e-14,6.6043962711630966e-06,5.868886606032293e-14,,,6.436418479145141e-08,2.6852340934359753e-17,5.143212549945328e-06,5.221016541299303e-14,4.2250427140419027e-07,4.584716164508858e-19,,,4.48775918206555e-06,4.412501758113485e-14,,,3.3559607110584906e-06,4.5796998994025226e-14,8.487028381991568e-06,5.889456135276352e-14,1.2074650671668478e-06,4.63724390505238e-18,3.088284917105881e-06,2.6814678616189706e-13,4.5097483838996626e-06,4.7537831872842985e-14,3.6831654589090603e-06,5.857196513390494e-14,,,2.0092298320737977e-06,9.3077840211907e-17,1.0008134426509373e-06,4.774747597606888e-18,5.586639463138023e-06,2.1369573903879284e-17,8.500171393232428e-06,8.769640647690288e-14,3.5081107556739452e-06,3.183713587953087e-14,3.5081107556739452e-06,3.183713587953087e-14,2.1004238929147936e-06,3.34523521275021e-14,4.908706171846282e-06,3.2016015459860624e-14,6.814348867010106e-07,2.664975876130115e-18,8.884015597790446e-06,7.138843407732606e-14,4.628671100053486e-06,4.0529190866107856e-14,1.4469907358705017e-06,1.4077169532982764e-15,1.7428464780304323e-06,2.34765175483419e-14
CAF,7.170997891094867e-07,1.778400403364184e-14,4.910791773980714e-07,2.155384296405453e-14,7.403750936891566e-07,1.7517585393016432e-14,7.668275441052349e-07,1.987058659268866e-14,7.061489227165485e-07,2.2527736845477427e-14,1.208061327227791e-06,2.260527379826331e-15,,,7.32111538280189e-07,1.6825726116472434e-14,7.441937454661454e-07,1.7060887354495855e-14,4.622290602141919e-07,2.6030456845447227e-15,8.997048073612288e-07,3.6412329475676723e-14,1.7644017061282756e-06,1.31650061887786e-13,7.46499825044366e-07,2.2865296877340377e-14,,,6.920556183052508e-07,1.6641228687879907e-15,,,2.1147561453734828e-06,1.991433045158402e-13,1.1781500775078764e-06,8.580787462036595e-16,2.5058001168147384e-07,1.5033487534335282e-19,8.392096430578447e-07,2.1038403300725508e-16,7.140345723403962e-07,1.8628530647935743e-14,7.995786976878773e-07,1.818261347983632e-14,,,4.2286749809868495e-07,2.4463518492163927e-14,3.000395366899592e-07,1.7476273600056648e-19,4.878700117036386e-07,2.375333084742401e-17,4.770490027155869e-07,2.0015412622840248e-14,7.965511763197659e-07,1.467864436296782e-14,7.965511763197659e-07,1.467864436296782e-14,8.161606218509399e-07,3.5070513922245715e-14,1.020405967714287e-06,1.4677029716284647e-14,9.2731450974563e-07,3.881996109043664e-14,9.198269351891868e-07,1.2460408664733868e-14,7.243157967812814e-07,2.6627229518408558e-14,7.164614179667367e-07,1.2989576360486087e-15,7.191385469825603e-07,1.7478125515817196e-14
CPV,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,1.3121977093124367e-06,6.711795234805069e-14,,,1.3720930385156217e-06,3.364402943107228e-14,,,1.2953449229214728e-06,8.267964296703417e-14,,,1.282860068964468e-06,2.5931886322591967e-14,,,,,,,4.38919631900549e-06,7.325933810749071e-16,1.4665819715704233e-06,6.445505804889719e-14,,,,,1.9877079030710275e-06,5.694841440284788e-14,1.3532951089714147e-06,1.3677896593651512e-14,1.4088440446673782e-06,3.719857745717103e-14,,,2.074527609032273e-06,4.8977468576643127e-14,1.4552018836131843e-06,3.48656679236303e-14,1.4692849194124842e-06,2.4135879779295505e-14,2.4706402750325525e-06,3.8208861590136656e-14,2.0459364570453076e-06,7.095501300497482e-14,,,1.4163500333429986e-06,7.436972486233791e-14,2.823942401554711e-06,1.9142726733192805e-14,,,4.541588777921368e-06,7.993875558078725e-09,4.541588777921368e-06,7.993875558078725e-09,2.7080644582553385e-06,4.7308002975077176e-09,2.0030578965782658e-05,2.1676968174287365e-08,1.0463905787995429e-05,9.472059255733803e-09,3.952554156854596e-06,1.4315013048622133e-08,1.4807954429594478e-06,3.508837278108374e-11,8.981475610107249e-07,4.017868995548833e-09,1.3517331198578433e-06,3.2227605758632564e-09
CMR,1.82622824498791e-05,6.772951853474661e-11,2.077589123769497e-05,8.568573135033202e-11,2.6140418436074862e-05,6.678235403097973e-11,1.210997603396367e-05,8.006921638625808e-11,2.2685983878493095e-05,8.969469552565765e-11,1.6746809215585082e-05,1.5412229625822369e-12,,,2.0013421157612365e-05,6.110437173360138e-11,2.1494441646755687e-05,6.268555800722208e-11,2.28709174285307e-05,9.723145974369289e-11,3.8568816175307085e-06,8.388439169417677e-13,4.1634204806130613e-05,7.429446045852608e-11,2.0732964231030203e-05,7.48862788616874e-11,,,2.2624410118387078e-05,5.881645703682781e-13,,,8.046862585985069e-06,4.31127017101485e-16,1.3852134480950907e-05,2.6642419550633273e-13,,,3.0495143470952936e-06,1.1305885651825017e-15,1.826892821814267e-05,6.725502360698107e-11,2.6806010794705482e-05,5.83039493926282e-11,,,2.131876648616841e-05,7.103169701009193e-11,,,2.5403311427988145e-05,1.0028762508233919e-10,2.7259040054290892e-05,1.9517811606267464e-10,5.2084598257061056e-05,7.088666833915046e-11,5.2084598257061056e-05,7.088666833915046e-11,4.8932313190793075e-05,6.792004879496869e-11,0.0006326661542337426,2.0514024000081388e-10,4.1791785447367465e-05,4.697797218200944e-13,0.00011311746360915063,1.0612553397069274e-10,2.0273388156712363e-05,5.4881359773147176e-11,1.6307364123872477e-05,6.625934970482248e-13,1.9336021457342514e-05,5.2676343141370325e-11
KHM,3.5100864778100074e-05,1.050429059391661e-08,4.9765582459865254e-05,1.492353032648737e-08,4.192440769026935e-05,1.0794567524125265e-08,3.879113442329128e-05,1.4396750497318775e-08,4.894530310184769e-05,1.5960353624878382e-08,,,,,4.2213192376128025e-05,1.0421502724391211e-08,4.150168139206654e-05,1.0471220342720048e-08,6.958763067371636e-05,9.509189810452402e-10,4.327790438757471e-05,1.7360672109689113e-08,4.3767447401902875e-05,1.1142787381971457e-08,0.00010099845695433594,1.0059641627784557e-09,,,,,,,5.85183083792651e-05,9.828968556194085e-10,8.179199367200507e-05,2.2835467065153406e-12,,,,,4.221372580992042e-05,1.0418434031839656e-08,3.1882172333817624e-05,1.206258272529524e-08,,,4.304432015660098e-05,1.7946526950847366e-08,,,3.446148793830293e-05,1.695799555128018e-08,2.9951657494671052e-05,8.806291874625108e-09,0.0002608961720171989,1.116448883527311e-08,0.0002608961720171989,1.116448883527311e-08,0.00042073119885798453,9.611897587271688e-09,0.00016993020801690234,1.2298417244597904e-08,0.00010436080329463674,1.664396812566171e-08,0.00026480443873191104,1.2225192769863448e-08,3.240687985824933e-05,9.43210992100967e-09,5.0711456974387465e-05,2.315726566963367e-10,3.696926342334874e-05,8.44994306897405e-09
MMR,3.060307463165992e-05,3.39706049160685e-11,1.8985837323727957e-05,3.3590730050663474e-12,3.1711620851139035e-05,3.305212857879293e-11,2.9573216551405425e-05,3.077309977633508e-11,3.1162941369485026e-05,3.6374031373350806e-11,3.3311482178589475e-05,3.2466182767796694e-11,,,3.0076275117021427e-05,2.8682994769304796e-11,3.058536051840918e-05,5.043474341777711e-11,7.423947796503853e-06,2.9515118805075874e-13,2.9247532593107833e-05,3.0584487965022964e-11,3.217473555319104e-05,3.554135482820562e-11,2.9222390345867875e-05,3.255034566628171e-11,,,3.437683445702967e-05,3.47127102514141e-11,6.151007123311016e-05,3.352798225723142e-12,1.97462636325512e-05,2.637900449963499e-12,2.8131399737996185e-05,3.348879353769083e-11,3.0161485729839632e-05,3.244609562711299e-11,2.7771957944193325e-05,4.333234093582709e-11,3.0574762390242804e-05,3.068425497223449e-11,3.4289173065428406e-05,2.8133583563371672e-11,,,3.648591729962365e-05,4.272893635594817e-11,3.011766755518591e-05,2.9067135774065106e-11,4.5828545479222666e-05,2.6902839157078922e-11,3.065730759938879e-05,3.107082332024039e-11,5.160474468004325e-05,2.6737872356279185e-10,5.160474468004325e-05,2.6737872356279185e-10,3.8177595154594624e-05,2.1146546685805823e-10,4.243648161362448e-05,3.721920249560141e-10,3.514005921139746e-05,7.631803583088397e-10,5.245929064456433e-05,2.7723296704783947e-10,3.062952384798455e-05,1.0090696703629987e-10,3.055061883818051e-05,4.319916117849491e-10,3.0626650169151e-05,2.5774488762367357e-10
BDI,3.511917950780296e-05,1.915992977269889e-13,3.0785236458724296e-05,3.500041421406628e-14,8.409208755481792e-05,2.476526760483842e-13,2.0735967520307646e-05,3.1944231025953956e-14,8.087521467283345e-05,2.483657448589098e-13,3.414989482100727e-05,2.1366982571280378e-14,,,3.051985341877878e-05,6.644501440115047e-14,2.6128149404552428e-05,2.8094528923025984e-14,,,6.170845937561788e-05,3.519140533803162e-13,0.00013270203560891472,3.222105982271919e-13,6.922269641483877e-05,2.240417331212136e-13,,,6.936352553688363e-05,2.406082459292306e-13,,,5.3833296597896204e-05,1.980853649194896e-13,2.2246309601436346e-05,5.820065442175993e-14,1.048528336006625e-05,5.271995407184728e-16,9.426369716447234e-05,2.608112361642347e-13,0.00010632830608841217,2.698055459785592e-13,6.768044722232512e-05,2.3150568780906795e-13,,,4.0556396198765665e-05,6.744287699223379e-14,,,1.5177385633392377e-05,1.1938667270506835e-13,3.326823074258841e-05,4.610379874736011e-14,8.749220331935889e-05,2.872094086769015e-13,8.749220331935889e-05,2.872094086769015e-13,9.571335839824916e-05,2.9742778996970363e-13,4.595810102299588e-05,2.558534801335986e-13,6.932831223570861e-05,1.2786097262202962e-13,8.723814136540062e-05,3.141099214285948e-13,6.156422965632314e-05,2.2666126745271447e-13,4.800397780783986e-05,2.440912210176429e-13,5.791549372903373e-05,2.2297869306591013e-13
BFA,9.843715871489654e-06,8.94550828925768e-14,1.8201414861119874e-05,2.0577524862002157e-14,1.0908249705077844e-05,1.1938201957987644e-13,1.0092971347781684e-05,8.723071947479382e-14,1.227554365660027e-05,3.0060157182272243e-13,8.234878853413615e-06,8.336739149881308e-14,,,8.27760235150964e-06,3.7822776357119876e-13,5.223719814562496e-06,5.992282168869357e-15,,,9.285341467529284e-06,5.246109644448614e-16,1.009409925171923e-05,1.0389382739245479e-13,,,,,9.070200482297799e-06,8.239642192535756e-14,,,8.964896338248323e-06,8.01107134241797e-14,1.3754839108383257e-05,1.4056681219651267e-13,,,,,9.773514460217004e-06,9.037784049920638e-14,1.2090131796463116e-05,9.465623842293328e-14,,,1.8311438893596808e-05,5.5985843556437587e-14,,,9.94356509126479e-06,3.692899520664224e-13,1.3822848525366184e-05,1.7342197461146373e-13,9.209451398963855e-06,7.754029739988433e-14,9.209451398963855e-06,7.754029739988433e-14,8.018162449785928e-06,7.393228967514881e-14,9.900440715449256e-06,7.446949400703678e-14,8.328516689369847e-06,9.832157159603433e-14,1.0210698646894654e-05,1.0407733129859841e-13,9.8016847870903e-06,7.624542479181875e-14,7.410136325598105e-06,8.70787494194042e-15,8.566639519144195e-06,6.751948724197373e-14
BGR,3.92579219436702e-06,1.0325168812349226e-13,,,4.0226493213287215e-06,1.7056743423150293e-13,3.958259803186705e-06,3.6782290056831714e-16,3.867310814288815e-06,1.0972529591956015e-13,,,3.5840168990820795e-06,1.07683685310328e-13,,,,,,,2.8237596473705047e-06,2.204839747047154e-13,3.88841815698318e-06,1.285672232667086e-13,1.5711127447867491e-06,4.1750748467144314e-16,2.9369849791504824e-06,2.6985087654116484e-16,,,3.855862602746868e-06,1.0849200037749192e-13,3.982363016991668e-06,1.0730766101961988e-13,3.23326895770155e-06,1.8388736299281528e-17,3.955399929945665e-06,1.0277636728899856e-13,3.774216163399662e-06,9.611892958343227e-14,3.879305003564523e-06,1.3486161168251383e-13,4.215029224613916e-06,1.2760774024919765e-13,2.684321212374261e-06,3.273116742409048e-16,,,4.241926861629897e-06,1.439950848695163e-13,3.875321769003717e-06,2.72300960712568e-16,2.869646427960043e-06,2.915447415676315e-16,6.113578363448073e-06,9.094533578744505e-13,6.113578363448073e-06,9.094533578744505e-13,5.682768397807236e-06,1.0976901180671267e-12,4.245723279503192e-06,1.6222030120961259e-12,3.930163250407699e-06,1.6783264523821981e-12,4.88284646896742e-06,1.7972535481854786e-12,3.887755895608939e-06,8.642103376140562e-13,3.7242774989004786e-06,8.952946236738238e-16,3.837336515412062e-06,8.585558850656823e-13
BRN,8.544301174179508e-07,2.2996593723943125e-14,1.147026254967306e-06,4.4905096775610517e-14,3.850203163895046e-06,1.8031615719850444e-14,,,1.9000654523888388e-06,2.057807161057032e-14,,,,,2.3546919472609766e-06,2.4773756910685613e-14,2.4857797455971854e-06,2.5011577781602352e-14,5.651624577611531e-07,2.588947076877719e-17,,,2.5438517088954066e-06,2.4787962008201322e-14,5.970086014340069e-07,2.510487632191113e-17,,,,,,,,,,,,,,,,,,,,,2.2126227314445544e-09,3.35204092788141e-24,,,,,1.8427756720295413e-06,2.0913462209584673e-14,4.5507372555955485e-06,1.0226732628688518e-14,4.5507372555955485e-06,1.0226732628688518e-14,6.427778304059649e-06,1.1591650210197697e-14,1.805558432210048e-06,1.6015780386095323e-14,2.899363448855658e-06,1.4354180289870412e-14,2.300357891263098e-06,1.7548390976387425e-14,1.4721020503532397e-06,1.4247922936015332e-14,1.8440580426642142e-07,1.375202861074358e-17,1.375179680963765e-06,1.3637067380952253e-14
BRA,5.108092142875118e-05,1.0579807684739852e-09,6.020512081869413e-05,1.004006402738983e-09,6.675440862059283e-05,6.739037512835352e-09,5.4014763795233896e-05,8.434824299524113e-10,4.272799134637475e-05,3.855809138110383e-09,,,0.00013355013772138266,4.637883291187313e-13,1.6376575544065917e-06,3.64549154799967e-16,4.357304409617162e-05,1.0590714986662796e-09,6.36635666398238e-05,6.3731776420052755e-12,6.231073748620057e-05,5.453592195206246e-10,7.62585880683722e-05,4.12984886572798e-09,8.98415010978052e-05,6.261239256607938e-10,1.6877920585928727e-05,7.023372356647249e-13,2.0521155960877485e-05,2.825064103129458e-10,5.087099902777951e-05,2.13641444864354e-14,9.721196853184896e-05,3.9602932793012025e-13,1.8393156144228693e-05,9.129223156285668e-11,9.804478621712155e-06,6.151849903557425e-13,7.120063065730346e-05,3.7165047721256165e-09,5.768948449132572e-05,1.027530579389096e-09,4.460182836617293e-05,1.091213850767602e-09,,,8.907784359755329e-05,6.100175066036699e-10,4.0188037554881536e-05,1.7328289863778453e-14,3.456937017676645e-05,1.218333616978826e-10,2.7697457191163125e-05,4.400003511845963e-09,3.9058807521072035e-05,5.418167701102995e-09,3.9058807521072035e-05,5.418167701102995e-09,2.4549421118439536e-05,9.160938144389582e-09,9.558719189060327e-05,2.251270912992506e-08,0.0001015345089520764,2.0239124699786334e-08,6.076619755644985e-05,2.201867046529959e-08,4.9678477527030635e-05,5.8455751588732674e-09,3.4359505530787195e-05,4.588829170100804e-11,3.877049935734383e-05,5.20065279733847e-09
BWA,4.219747024699242e-06,1.0330885724664362e-13,3.8704506608188155e-06,1.2827459334971773e-13,1.5175277949370413e-06,6.32261890269651e-14,2.2637456495671385e-06,4.315418476483921e-14,1.3412206655079217e-06,7.127181500618254e-14,1.4040894688091843e-06,4.414631188063615e-14,6.262511836116213e-06,1.4414584063551964e-13,2.2510589471707544e-06,1.5147357394327633e-15,5.2674393166924965e-06,1.4997154379765384e-13,,,5.341343796426407e-06,1.2238308810924333e-13,2.5895927202400902e-06,1.3410036596037316e-13,6.0515563391937265e-06,1.4274850891205078e-13,,,1.350484790214472e-06,2.844863400710236e-14,4.731059063359061e-06,8.332407146980219e-17,6.842103657995081e-07,9.140265840528335e-16,3.8902924162344683e-07,3.446992659480736e-14,4.211751684980998e-06,5.892032499918648e-14,1.7039627005836247e-06,2.152150211530657e-13,8.090526534470196e-07,2.7014380510745756e-14,1.2236537771348067e-06,2.273531160863735e-14,,,2.9439833155773125e-06,1.280293726137593e-13,2.975478697765463e-06,5.888856822141525e-17,2.921398032413744e-06,1.1248839570877716e-13,5.954756381402174e-07,2.42785401854234e-19,1.930051979289044e-06,3.310135374007411e-14,1.930051979289044e-06,3.310135374007411e-14,2.613844782312727e-06,5.143520293337401e-14,3.321072754535688e-06,6.512685784640783e-14,1.3207777248076187e-05,6.041011695862716e-14,3.7000369943239807e-06,8.858961636558869e-14,1.5247542583330422e-06,1.1766901847899607e-13,3.461831982584974e-07,1.8940700213910445e-16,3.624788142127352e-07,3.0687781750651817e-14
BIH,2.5837704369574234e-06,2.487816292747552e-15,,,3.183936848256665e-06,2.47311043810411e-15,,,2.5359486702685093e-06,2.3274661398124967e-15,,,3.0020869832053974e-06,2.4207802859797016e-15,,,,,,,2.8511874329743166e-06,1.681732983527522e-15,3.0858553605831286e-06,2.300284995721959e-15,,,3.661519427413727e-06,2.87602126472504e-16,,,3.926978386250404e-06,1.3728800148811549e-15,2.814713969209002e-06,2.3340908865569167e-15,,,3.3183527871603376e-06,1.1037735313785156e-15,2.993693981575395e-06,2.466200203841321e-15,2.3669460092104336e-06,2.303245296799248e-15,2.9012430799870784e-06,2.206464570716249e-15,3.7413423326890472e-06,1.246817632593656e-15,,,2.616551898371635e-06,2.3612194778966754e-15,3.119470820843191e-06,3.2812105197397475e-15,,,4.039593619234216e-06,2.0077738742265905e-15,4.039593619234216e-06,2.0077738742265905e-15,4.636394436977534e-06,2.0222391708960498e-15,2.8944061345022603e-06,2.4609464006232645e-15,5.4125362677953485e-06,2.2014893522005905e-15,3.0521601330544937e-06,3.6489654930283745e-15,2.8554022048667144e-06,2.286404875166635e-15,6.4553734299619865e-06,2.5002596320240946e-15,4.569717857066642e-06,2.143336544747119e-15
